location,num_postings,side,dot_index,longitude,latitude,geometry
Alameda Avenue between E 8th St and Howard St,8,middle,6,-122.22200563998065,37.76813886909495,POINT (-122.22200563998065 37.76813886909495)
Alameda Avenue between E 8th St and Howard St,8,middle,7,-122.22207563997794,37.76813888856824,POINT (-122.22207563997794 37.76813888856824)
E. 12th St between 49th Ave and 50th Ave,3,middle,0,-122.21123365086805,37.768130835704014,POINT (-122.21123365086805 37.768130835704014)
E. 12th St between 49th Ave and 50th Ave,3,middle,1,-122.21117934912759,37.76808666194503,POINT (-122.21117934912759 37.76808666194503)
E. 12th St between 49th Ave and 50th Ave,3,middle,2,-122.21112504738714,37.76804248818603,POINT (-122.21112504738714 37.76804248818603)
High St between Oakport St and Coliseum Way,1,middle,0,-122.22009644684289,37.76841226896226,POINT (-122.22009644684289 37.76841226896226)
E. 12th St between 48th Ave and 49th Ave,3,middle,0,-122.21188391346115,37.768675434141606,POINT (-122.21188391346115 37.768675434141606)
E. 12th St between 48th Ave and 49th Ave,3,middle,1,-122.21183041023966,37.76863029651552,POINT (-122.21183041023966 37.76863029651552)
E. 12th St between 48th Ave and 49th Ave,3,middle,2,-122.21177690701815,37.76858515888942,POINT (-122.21177690701815 37.76858515888942)
Bancroft Blvd between 67th Ave and 68th Ave,4,middle,0,-122.18045697234507,37.769131050980306,POINT (-122.18045697234507 37.769131050980306)
Bancroft Blvd between 67th Ave and 68th Ave,4,middle,1,-122.18040673605033,37.76908230352201,POINT (-122.18040673605033 37.76908230352201)
Bancroft Blvd between 67th Ave and 68th Ave,4,middle,2,-122.18035649975558,37.769033556063725,POINT (-122.18035649975558 37.769033556063725)
Bancroft Blvd between 67th Ave and 68th Ave,4,middle,3,-122.18030626346082,37.76898480860543,POINT (-122.18030626346082 37.76898480860543)
67th Ave between Foothill Blvd and Bancroft Ave,4,middle,0,-122.18038822529576,37.76935597627826,POINT (-122.18038822529576 37.76935597627826)
67th Ave between Foothill Blvd and Bancroft Ave,4,middle,1,-122.18032968123481,37.7693943506568,POINT (-122.18032968123481 37.7693943506568)
67th Ave between Foothill Blvd and Bancroft Ave,4,middle,2,-122.18027113717386,37.76943272503534,POINT (-122.18027113717386 37.76943272503534)
67th Ave between Foothill Blvd and Bancroft Ave,4,middle,3,-122.18021259311293,37.76947109941387,POINT (-122.18021259311293 37.76947109941387)
47th Ave between E.12th and San Leandro St,5,middle,0,-122.2129123202985,37.7691935004235,POINT (-122.2129123202985 37.7691935004235)
47th Ave between E.12th and San Leandro St,5,middle,1,-122.21296829430968,37.76915146579406,POINT (-122.21296829430968 37.76915146579406)
47th Ave between E.12th and San Leandro St,5,middle,2,-122.21302426832086,37.76910943116462,POINT (-122.21302426832086 37.76910943116462)
47th Ave between E.12th and San Leandro St,5,middle,3,-122.21308024233204,37.76906739653518,POINT (-122.21308024233204 37.76906739653518)
47th Ave between E.12th and San Leandro St,5,middle,4,-122.21313621634323,37.76902536190574,POINT (-122.21313621634323 37.76902536190574)
E. 12th St between 47th Ave and 48th Ave | E 12th St between 47th Ave and 48th Ave,6,middle,0,-122.21256582552367,37.769247257737476,POINT (-122.21256582552367 37.769247257737476)
E. 12th St between 47th Ave and 48th Ave | E 12th St between 47th Ave and 48th Ave,6,middle,1,-122.21251215785688,37.76920231575776,POINT (-122.21251215785688 37.76920231575776)
E. 12th St between 47th Ave and 48th Ave | E 12th St between 47th Ave and 48th Ave,6,middle,2,-122.21245849019007,37.76915737377805,POINT (-122.21245849019007 37.76915737377805)
E. 12th St between 47th Ave and 48th Ave | E 12th St between 47th Ave and 48th Ave,6,middle,3,-122.21240482252328,37.769112431798334,POINT (-122.21240482252328 37.769112431798334)
E. 12th St between 47th Ave and 48th Ave | E 12th St between 47th Ave and 48th Ave,6,middle,4,-122.21235115485648,37.769067489818624,POINT (-122.21235115485648 37.769067489818624)
E. 12th St between 47th Ave and 48th Ave | E 12th St between 47th Ave and 48th Ave,6,middle,5,-122.21229748718967,37.76902254783891,POINT (-122.21229748718967 37.76902254783891)
47th Avenue between East 12th & International Blvd,5,middle,0,-122.2124761511452,37.76952220380865,POINT (-122.2124761511452 37.76952220380865)
47th Avenue between East 12th & International Blvd,5,middle,1,-122.21242031839724,37.76956442589121,POINT (-122.21242031839724 37.76956442589121)
47th Avenue between East 12th & International Blvd,5,middle,2,-122.21236448564929,37.769606647973774,POINT (-122.21236448564929 37.769606647973774)
47th Avenue between East 12th & International Blvd,5,middle,3,-122.21230865290133,37.76964887005633,POINT (-122.21230865290133 37.76964887005633)
47th Avenue between East 12th & International Blvd,5,middle,4,-122.21225282015338,37.76969109213889,POINT (-122.21225282015338 37.76969109213889)
E. 12th St between 46th Ave and 47th Ave | E 12th St between 46th Ave and 47th Ave,9,middle,0,-122.21328317799991,37.769844332503936,POINT (-122.21328317799991 37.769844332503936)
E. 12th St between 46th Ave and 47th Ave | E 12th St between 46th Ave and 47th Ave,9,middle,1,-122.21322934624982,37.76979958719488,POINT (-122.21322934624982 37.76979958719488)
E. 12th St between 46th Ave and 47th Ave | E 12th St between 46th Ave and 47th Ave,9,middle,2,-122.21317551449972,37.769754841885835,POINT (-122.21317551449972 37.769754841885835)
E. 12th St between 46th Ave and 47th Ave | E 12th St between 46th Ave and 47th Ave,9,middle,3,-122.21312168274964,37.76971009657678,POINT (-122.21312168274964 37.76971009657678)
E. 12th St between 46th Ave and 47th Ave | E 12th St between 46th Ave and 47th Ave,9,middle,4,-122.21306785099955,37.769665351267726,POINT (-122.21306785099955 37.769665351267726)
E. 12th St between 46th Ave and 47th Ave | E 12th St between 46th Ave and 47th Ave,9,middle,5,-122.21301401924946,37.76962060595867,POINT (-122.21301401924946 37.76962060595867)
E. 12th St between 46th Ave and 47th Ave | E 12th St between 46th Ave and 47th Ave,9,middle,6,-122.21296018749938,37.76957586064962,POINT (-122.21296018749938 37.76957586064962)
E. 12th St between 46th Ave and 47th Ave | E 12th St between 46th Ave and 47th Ave,9,middle,7,-122.21290635574928,37.76953111534056,POINT (-122.21290635574928 37.76953111534056)
E. 12th St between 46th Ave and 47th Ave | E 12th St between 46th Ave and 47th Ave,9,middle,8,-122.21285252399919,37.76948637003151,POINT (-122.21285252399919 37.76948637003151)
46th Ave between International and E12 Street,5,middle,0,-122.21320894330383,37.770117029169825,POINT (-122.21320894330383 37.770117029169825)
46th Ave between International and E12 Street,5,middle,1,-122.21315261894686,37.77015859317846,POINT (-122.21315261894686 37.77015859317846)
46th Ave between International and E12 Street,5,middle,2,-122.21309629458992,37.77020015718709,POINT (-122.21309629458992 37.77020015718709)
46th Ave between International and E12 Street,5,middle,3,-122.21303997023296,37.77024172119572,POINT (-122.21303997023296 37.77024172119572)
46th Ave between International and E12 Street,5,middle,4,-122.21298364587601,37.77028328520435,POINT (-122.21298364587601 37.77028328520435)
48th Street between International Boulevard and San Leandro Street,3,middle,0,-122.21041516469012,37.76997893174958,POINT (-122.21041516469012 37.76997893174958)
48th Street between International Boulevard and San Leandro Street,3,middle,1,-122.21047056030211,37.76993613775266,POINT (-122.21047056030211 37.76993613775266)
48th Street between International Boulevard and San Leandro Street,3,middle,2,-122.2105259559141,37.76989334375574,POINT (-122.2105259559141 37.76989334375574)
Foothill Blvd between 67th Avenue and 68th Avenue | City Lot - Foothill Blvd between 67th Avenue and 68th Avenue,6,middle,0,-122.17934536648795,37.770094158264214,POINT (-122.17934536648795 37.770094158264214)
Foothill Blvd between 67th Avenue and 68th Avenue | City Lot - Foothill Blvd between 67th Avenue and 68th Avenue,6,middle,1,-122.17927595841492,37.77008507424541,POINT (-122.17927595841492 37.77008507424541)
Foothill Blvd between 67th Avenue and 68th Avenue | City Lot - Foothill Blvd between 67th Avenue and 68th Avenue,6,middle,2,-122.17920655034189,37.770075990226594,POINT (-122.17920655034189 37.770075990226594)
Foothill Blvd between 67th Avenue and 68th Avenue | City Lot - Foothill Blvd between 67th Avenue and 68th Avenue,6,middle,3,-122.17913714226886,37.77006690620779,POINT (-122.17913714226886 37.77006690620779)
Foothill Blvd between 67th Avenue and 68th Avenue | City Lot - Foothill Blvd between 67th Avenue and 68th Avenue,6,middle,4,-122.17906773419581,37.770057822188974,POINT (-122.17906773419581 37.770057822188974)
Foothill Blvd between 67th Avenue and 68th Avenue | City Lot - Foothill Blvd between 67th Avenue and 68th Avenue,6,middle,5,-122.17899832612278,37.77004873817017,POINT (-122.17899832612278 37.77004873817017)
Wattling St between 42nd Ave and High St,4,middle,0,-122.21912530852367,37.77034053960854,POINT (-122.21912530852367 37.77034053960854)
Wattling St between 42nd Ave and High St,4,middle,1,-122.21906259746089,37.77030943779821,POINT (-122.21906259746089 37.77030943779821)
Wattling St between 42nd Ave and High St,4,middle,2,-122.21899988639812,37.77027833598788,POINT (-122.21899988639812 37.77027833598788)
Wattling St between 42nd Ave and High St,4,middle,3,-122.21893717533536,37.770247234177546,POINT (-122.21893717533536 37.770247234177546)
45th between E 12th St and San Leandro,3,middle,0,-122.2143444174747,37.77038823016289,POINT (-122.2143444174747 37.77038823016289)
45th between E 12th St and San Leandro,3,middle,1,-122.21440034526506,37.77034613405541,POINT (-122.21440034526506 37.77034613405541)
45th between E 12th St and San Leandro,3,middle,2,-122.21445627305543,37.77030403794792,POINT (-122.21445627305543 37.77030403794792)
E. 12th St between 45th Ave and 46th Ave | E 12th St between 45th Ave and 46th Ave,6,middle,0,-122.21399546893517,37.770440241726305,POINT (-122.21399546893517 37.770440241726305)
E. 12th St between 45th Ave and 46th Ave | E 12th St between 45th Ave and 46th Ave,6,middle,1,-122.21394181300344,37.77039528573682,POINT (-122.21394181300344 37.77039528573682)
E. 12th St between 45th Ave and 46th Ave | E 12th St between 45th Ave and 46th Ave,6,middle,2,-122.21388815707172,37.77035032974734,POINT (-122.21388815707172 37.77035032974734)
E. 12th St between 45th Ave and 46th Ave | E 12th St between 45th Ave and 46th Ave,6,middle,3,-122.21383450113998,37.77030537375785,POINT (-122.21383450113998 37.77030537375785)
E. 12th St between 45th Ave and 46th Ave | E 12th St between 45th Ave and 46th Ave,6,middle,4,-122.21378084520826,37.77026041776836,POINT (-122.21378084520826 37.77026041776836)
E. 12th St between 45th Ave and 46th Ave | E 12th St between 45th Ave and 46th Ave,6,middle,5,-122.21372718927654,37.77021546177888,POINT (-122.21372718927654 37.77021546177888)
45th Ave between International and E12 Street,8,middle,0,-122.21395088503758,37.77068473952445,POINT (-122.21395088503758 37.77068473952445)
45th Ave between International and E12 Street,8,middle,1,-122.21389500319547,37.770726896608345,POINT (-122.21389500319547 37.770726896608345)
45th Ave between International and E12 Street,8,middle,2,-122.21383912135336,37.770769053692234,POINT (-122.21383912135336 37.770769053692234)
45th Ave between International and E12 Street,8,middle,3,-122.21378323951124,37.77081121077613,POINT (-122.21378323951124 37.77081121077613)
45th Ave between International and E12 Street,8,middle,4,-122.21372735766914,37.77085336786002,POINT (-122.21372735766914 37.77085336786002)
45th Ave between International and E12 Street,8,middle,5,-122.21367147582703,37.77089552494392,POINT (-122.21367147582703 37.77089552494392)
45th Ave between International and E12 Street,8,middle,6,-122.21361559398491,37.770937682027814,POINT (-122.21361559398491 37.770937682027814)
45th Ave between International and E12 Street,8,middle,7,-122.21355971214281,37.7709798391117,POINT (-122.21355971214281 37.7709798391117)
High St between Wattling St and San Leandro St,1,middle,0,-122.21732170560955,37.770504874265825,POINT (-122.21732170560955 37.770504874265825)
Bancroft Way between 46th Ave & 47th Ave,1,middle,0,-122.21134462700606,37.77099564562495,POINT (-122.21134462700606 37.77099564562495)
Foothill Blvd between 63rd Ave and 64th Ave,1,middle,0,-122.18529922262458,37.77087869148356,POINT (-122.18529922262458 37.77087869148356)
Foothill Blvd between 62nd Ave and 63rd Ave,1,middle,0,-122.18650938400475,37.77103794099159,POINT (-122.18650938400475 37.77103794099159)
42nd Ave between San Leandro Blvd & Wattling St,4,middle,0,-122.21841348913914,37.77103548906932,POINT (-122.21841348913914 37.77103548906932)
42nd Ave between San Leandro Blvd & Wattling St,4,middle,1,-122.21847172467912,37.77099664808732,POINT (-122.21847172467912 37.77099664808732)
42nd Ave between San Leandro Blvd & Wattling St,4,middle,2,-122.2185299602191,37.77095780710532,POINT (-122.2185299602191 37.77095780710532)
42nd Ave between San Leandro Blvd & Wattling St,4,middle,3,-122.21858819575908,37.770918966123325,POINT (-122.21858819575908 37.770918966123325)
San Leandro St between 42nd Ave and High St,2,middle,0,-122.21805956680059,37.77106428035244,POINT (-122.21805956680059 37.77106428035244)
San Leandro St between 42nd Ave and High St,2,middle,1,-122.21799650275109,37.771033900660825,POINT (-122.21799650275109 37.771033900660825)
44th Ave between E 12th St & San Leandro ST,3,middle,0,-122.21508731559993,37.771003724390425,POINT (-122.21508731559993 37.771003724390425)
44th Ave between E 12th St & San Leandro ST,3,middle,1,-122.21514323299988,37.77096161448205,POINT (-122.21514323299988 37.77096161448205)
44th Ave between E 12th St & San Leandro ST,3,middle,2,-122.21519915039983,37.77091950457367,POINT (-122.21519915039983 37.77091950457367)
E. 12th St between 44th Ave and 45th Ave | E 12th St between 44th Ave and 45th Ave,4,middle,0,-122.21473532733096,37.77105387594028,POINT (-122.21473532733096 37.77105387594028)
E. 12th St between 44th Ave and 45th Ave | E 12th St between 44th Ave and 45th Ave,4,middle,1,-122.21468139874555,37.77100924738803,POINT (-122.21468139874555 37.77100924738803)
E. 12th St between 44th Ave and 45th Ave | E 12th St between 44th Ave and 45th Ave,4,middle,2,-122.21462747016015,37.770964618835784,POINT (-122.21462747016015 37.770964618835784)
E. 12th St between 44th Ave and 45th Ave | E 12th St between 44th Ave and 45th Ave,4,middle,3,-122.21457354157474,37.77091999028353,POINT (-122.21457354157474 37.77091999028353)
E. 12th St between High St and 44th Ave | E 12th St between High St and E 12th Place | E 12th St between High St and 44th Ave,5,middle,0,-122.21507283841498,37.77120825835597,POINT (-122.21507283841498 37.77120825835597)
E. 12th St between High St and 44th Ave | E 12th St between High St and E 12th Place | E 12th St between High St and 44th Ave,5,middle,1,-122.21514137577809,37.77122249316745,POINT (-122.21514137577809 37.77122249316745)
E. 12th St between High St and 44th Ave | E 12th St between High St and E 12th Place | E 12th St between High St and 44th Ave,5,middle,2,-122.21520991314121,37.77123672797892,POINT (-122.21520991314121 37.77123672797892)
E. 12th St between High St and 44th Ave | E 12th St between High St and E 12th Place | E 12th St between High St and 44th Ave,5,middle,3,-122.21527845050431,37.771250962790404,POINT (-122.21527845050431 37.771250962790404)
