Unnamed: 0.1,Unnamed: 0,location,district,sensitivity_zone,intervention,operation_start_date,operation_end_date,posting_id,year,before_after_grants_pass,exact_location_repeats,unique_location_id,mid_lat,mid_lng,name_location_repeats,main_street,start_road,end_road,intersection_start,intersection_end,start_lat,start_lng,end_lat,end_lng,geocoding_failed,temporal_event_id,location_cluster,sweep_event_id,postings_per_sweep
1956,,West between 35th and 36th St,D3,High,Closure,2025-09-22,2025-09-26,199,2025,After,,701,37.82522835,-122.27227265,9.0,West,35Th,36Th Street,"West & 35Th, Oakland, CA","West & 36Th Street, Oakland, CA",37.8248026,-122.2723816,37.8256541,-122.2721637,False,12,49,49_12,2
1957,2183.0,34th Street & San Pablo,D3,High,Closure,2021-04-21,2021-04-21,2184,2021,Before,1.0,697,37.82512254881381,-122.27802379716582,,,,,,,,,,,,0,50,50_0,1
1958,1673.0,3326 Chestnut / Chestnut between 32nd - 34th,D3,High,Closure,2021-06-24,2021-06-24,2117,2021,Before,1.0,691,37.82439316522667,-122.27958601745156,,,,,,,,,,,,1,50,50_1,1
1959,2094.0,Fitzgerald Park,D3,High,Deep Cleaning (UNABLE TO BE EXECUTED),2021-07-28,2021-07-28,2095,2021,Before,5.0,709,37.8259589,-122.2826752,,,,,,,,,,,,2,50,50_2,1
1960,,35th St between Magnolia and Adeline St,D3,High,Closure,2021-10-28,2021-10-28,2032,2021,Before,,719,37.8268994,-122.28047235,1.0,35Th Street,Adeline Street,Magnolia,"35Th Street & Adeline Street, Oakland, CA","35Th Street & Magnolia, Oakland, CA",37.8267777,-122.2799356,37.8270211,-122.2810091,False,3,50,50_3,1
1961,1951.0,Fitzgerald Park,D3,High,Deep Cleaning,2022-02-07,2022-02-07,1952,2022,Before,5.0,709,37.8259589,-122.2826752,,,,,,,,,,,,4,50,50_4,2
1962,,34th St between Peralta St and Fitzgerald St,D3,High,Deep Cleaning,2022-02-07,2022-02-07,1951,2022,Before,,710,37.8260358,-122.28270785,3.0,34Th Street,Fitzgerald Street,Peralta Street,"34Th Street & Fitzgerald Street, Oakland, CA","34Th Street & Peralta Street, Oakland, CA",37.826119,-122.2830957,37.8259526,-122.28232,False,4,50,50_4,2
1963,1698.0,Fitzgerald Park,D3,High,Deep Cleaning,2022-10-18,2022-10-18,1699,2022,Before,5.0,709,37.8259589,-122.2826752,,,,,,,,,,,,5,50,50_5,1
1964,1638.0,Fitzgerald Park,D3,High,Closure,2022-12-13,2022-12-13,1639,2022,Before,5.0,709,37.8259589,-122.2826752,,,,,,,,,,,,6,50,50_6,2
1965,,34th St between Peralta St and Fitzgerald St,D3,High,Closure,2022-12-13,2022-12-13,1638,2022,Before,,710,37.8260358,-122.28270785,3.0,34Th Street,Fitzgerald Street,Peralta Street,"34Th Street & Fitzgerald Street, Oakland, CA","34Th Street & Peralta Street, Oakland, CA",37.826119,-122.2830957,37.8259526,-122.28232,False,6,50,50_6,2
1966,,34th St between Peralta St and Fitzgerald St,D3,High,Closure,2023-02-13,2023-02-15,1585,2023,Before,,710,37.8260358,-122.28270785,3.0,34Th Street,Fitzgerald Street,Peralta Street,"34Th Street & Fitzgerald Street, Oakland, CA","34Th Street & Peralta Street, Oakland, CA",37.826119,-122.2830957,37.8259526,-122.28232,False,7,50,50_7,2
1967,1585.0,Fitzgerald Park,D3,High,Closure,2023-02-13,2023-02-15,1586,2023,Before,5.0,709,37.8259589,-122.2826752,,,,,,,,,,,,7,50,50_7,2
1968,,34th St between Chestnut St and San Pablo Ave,D3,High,Closure,2025-07-21,2025-07-24,395,2025,After,,700,37.8252152,-122.27868675,1.0,34Th Street,Chestnut Street,San Pablo Avenue,"34Th Street & Chestnut Street, Oakland, CA","34Th Street & San Pablo Avenue, Oakland, CA",37.8252616,-122.2793069,37.8251688,-122.2780666,False,8,50,50_8,8
1969,,34th St between Adeline St and Chestnut St,D3,High,Closure,2025-07-21,2025-07-24,396,2025,After,,703,37.8253896,-122.27986265,1.0,34Th Street,Adeline Street,Chestnut Street,"34Th Street & Adeline Street, Oakland, CA","34Th Street & Chestnut Street, Oakland, CA",37.8255176,-122.2804184,37.8252616,-122.2793069,False,8,50,50_8,8
1970,,35th St between Chestnut St and San Pablo Ave,D3,High,Closure,2025-07-21,2025-07-24,397,2025,After,,714,37.82648214999999,-122.2786618,1.0,35Th Street,Chestnut Street,San Pablo Avenue,"35Th Street & Chestnut Street, Oakland, CA","35Th Street & San Pablo Avenue, Oakland, CA",37.8265258,-122.2788429,37.82643849999999,-122.2784807,False,8,50,50_8,8
1971,,35th St between Adeline St and Chestnut St,D3,High,Closure,2025-07-21,2025-07-24,398,2025,After,,716,37.82665175,-122.27938925,1.0,35Th Street,Adeline Street,Chestnut Street,"35Th Street & Adeline Street, Oakland, CA","35Th Street & Chestnut Street, Oakland, CA",37.8267777,-122.2799356,37.8265258,-122.2788429,False,8,50,50_8,8
1972,,Peralta St between Harlan St and 35th St,D3,High,Closure,2025-07-21,2025-07-24,392,2025,After,,717,37.82673805,-122.281692,1.0,Peralta Street,35Th Street,Harlan Street,"Peralta Street & 35Th Street, Oakland, CA","Peralta Street & Harlan Street, Oakland, CA",37.82711,-122.2813947,37.8263661,-122.2819893,False,8,50,50_8,8
1973,,Peralta St between 35th St and 36th St,D3,High,Closure,2025-07-21,2025-07-24,391,2025,After,,724,37.82733145,-122.28122205,1.0,Peralta Street,35Th Street,36Th Street,"Peralta Street & 35Th Street, Oakland, CA","Peralta Street & 36Th Street, Oakland, CA",37.82711,-122.2813947,37.8275529,-122.2810494,False,8,50,50_8,8
1974,,Chestnut St between 35th St and 34th St,D3,High,Closure,2025-07-21,2025-07-24,394,2025,After,,706,37.8258937,-122.2790749,1.0,Chestnut Street,34Th Street,35Th Street,"Chestnut Street & 34Th Street, Oakland, CA","Chestnut Street & 35Th Street, Oakland, CA",37.8252616,-122.2793069,37.8265258,-122.2788429,False,8,50,50_8,8
1975,,Magnolia St between 35th St and 36th St,D3,High,Closure,2025-07-21,2025-07-24,393,2025,After,,723,37.82726045,-122.2809297,1.0,Magnolia Street,35Th Street,36Th Street,"Magnolia Street & 35Th Street, Oakland, CA","Magnolia Street & 36Th Street, Oakland, CA",37.8270211,-122.2810091,37.8274998,-122.2808503,False,8,50,50_8,8
1976,,Dover St between 44th and 45th,D1,High,Closure,2021-06-23,2021-06-23,2118,2021,Before,,729,37.83216695,-122.26540985,1.0,Dover Street,44Th,45Th,"Dover Street & 44Th, Oakland, CA","Dover Street & 45Th, Oakland, CA",37.8325139,-122.2653397,37.83182,-122.26548,False,0,51,51_0,1
1977,,Dover street between 46th St. and 47th St.,D1,High,Deep Cleaning,2021-11-01,2021-11-01,2031,2021,Before,,733,37.83429705,-122.26501805,2.0,Dover Street,46Th Street.,47Th Street.,"Dover Street & 46Th Street., Oakland, CA","Dover Street & 47Th Street., Oakland, CA",37.833966,-122.2651008,37.8346281,-122.2649353,False,1,51,51_1,1
1978,,Dover street between 46th St. and 47th St.,D1,High,Closure,2022-03-08,2022-03-08,1939,2022,Before,,733,37.83429705,-122.26501805,2.0,Dover Street,46Th Street.,47Th Street.,"Dover Street & 46Th Street., Oakland, CA","Dover Street & 47Th Street., Oakland, CA",37.833966,-122.2651008,37.8346281,-122.2649353,False,2,51,51_2,1
1979,,42nd between MLK & Telegraph,D1,Low,Closure (North Side) & Deep Cleaning (South Side),2022-05-17,2022-05-17,1849,2022,Before,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,3,51,51_3,1
1980,,42nd between MLK & Telegraph,D1,Low,Closure (North Side) & Deep Cleaning (South Side),2022-09-26,2022-09-26,1731,2022,Before,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,4,51,51_4,1
1981,,45th between Telegraph & MLK,D1,Low,Deep Cleaning (South) & Closure (North),2022-09-29,2022-09-29,1727,2022,Before,,731,37.8333377,-122.2654451,5.0,45Th,Martin Luther King Jr Boulevard,Telegraph,"45Th & Martin Luther King Jr Boulevard, Oakland, CA","45Th & Telegraph, Oakland, CA",37.8335916,-122.2674828,37.8330838,-122.2634074,False,5,51,51_5,1
1982,,45th between Telegraph & MLK,D1,Low,Deep Cleaning (Northside) and  Closure (Southside),2022-11-28,2022-11-28,1658,2022,Before,,731,37.8333377,-122.2654451,5.0,45Th,Martin Luther King Jr Boulevard,Telegraph,"45Th & Martin Luther King Jr Boulevard, Oakland, CA","45Th & Telegraph, Oakland, CA",37.8335916,-122.2674828,37.8330838,-122.2634074,False,6,51,51_6,2
1983,,42nd between MLK & Telegraph,D1,Low,Deep Cleaning (Southside) and Closure (Northside),2022-11-28,2022-11-28,1657,2022,Before,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,6,51,51_6,2
1984,,42nd between MLK & Telegraph,D1,Low,Deep Cleaning (Southside) and Closure (Northside),2023-02-07,2023-02-07,1593,2023,Before,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,7,51,51_7,2
1985,1591.0,42nd & Dover,D1,High,Closure,2023-02-07,2023-02-07,1592,2023,Before,3.0,728,37.831286521545984,-122.26680097902478,,,,,,,,,,,,7,51,51_7,2
1986,,42nd between MLK & Telegraph,D1,Low,Deep Cleaning (Southside) and Closure (Northside),2023-03-21,2023-03-21,1546,2023,Before,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,8,51,51_8,1
1987,,42nd between MLK & Telegraph,D1,Low,Deep Cleaning (Northside) and Closure (Southside),2023-03-28,2023-03-29,1539,2023,Before,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,9,51,51_9,2
1988,1537.0,42nd & Dover,D1,High,Closure,2023-03-28,2023-03-29,1538,2023,Before,3.0,728,37.831286521545984,-122.26680097902478,,,,,,,,,,,,9,51,51_9,2
1989,,42nd between MLK & Telegraph,D1,Low,Deep Cleaning (North) & Closure (South),2023-05-18,2023-05-18,1491,2023,Before,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,10,51,51_10,1
1990,,42nd between MLK & Telegraph,D1,Low,Deep Cleaning (North) & Closure (South),2023-07-31,2023-07-31,1430,2023,Before,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,11,51,51_11,1
1991,,42nd between MLK & Telegraph,D1,Low,Deep Cleaning (North) & Closure (South),2023-10-30,2023-10-30,1376,2023,Before,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,12,51,51_12,1
1992,,45th between Telegraph & MLK,D1,Low,Deep Cleaning (Northside) and  Closure (Southside),2023-11-01,2023-11-01,1374,2023,Before,,731,37.8333377,-122.2654451,5.0,45Th,Martin Luther King Jr Boulevard,Telegraph,"45Th & Martin Luther King Jr Boulevard, Oakland, CA","45Th & Telegraph, Oakland, CA",37.8335916,-122.2674828,37.8330838,-122.2634074,False,13,51,51_13,1
1993,,45th between Telegraph & MLK,D1,Low,Deep Cleaning (Southside) and  Closure (Northside),2023-12-18,2023-12-19,1337,2023,Before,,731,37.8333377,-122.2654451,5.0,45Th,Martin Luther King Jr Boulevard,Telegraph,"45Th & Martin Luther King Jr Boulevard, Oakland, CA","45Th & Telegraph, Oakland, CA",37.8335916,-122.2674828,37.8330838,-122.2634074,False,14,51,51_14,1
1994,,42nd between MLK & Telegraph,D1,Low,Closure (Northside) Deep Cleaning (Southside),2024-02-13,2024-02-14,1328,2024,Before,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,15,51,51_15,1
1995,,42nd between MLK & Telegraph,D1,Low,Deep Cleaning,2024-08-05,2024-08-05,1234,2024,After,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,16,51,51_16,1
1996,,42nd between MLK & Telegraph,D1,High,Closure (Northside) Deep Cleaning (Southside),2024-08-22,2024-08-22,1217,2024,After,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,17,51,51_17,1
1997,,45th between Telegraph & MLK,D1,Low,Closure,2025-01-06,2025-01-07,1057,2025,After,,731,37.8333377,-122.2654451,5.0,45Th,Martin Luther King Jr Boulevard,Telegraph,"45Th & Martin Luther King Jr Boulevard, Oakland, CA","45Th & Telegraph, Oakland, CA",37.8335916,-122.2674828,37.8330838,-122.2634074,False,18,51,51_18,3
1998,,42nd between MLK & Telegraph,D1,Low,Closure,2025-01-08,2025-01-09,1056,2025,After,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,18,51,51_18,3
1999,1054.0,42nd & Dover,D1,Low,Closure,2025-01-08,2025-01-09,1055,2025,After,3.0,728,37.831286521545984,-122.26680097902478,,,,,,,,,,,,18,51,51_18,3
2000,,42nd between MLK & Telegraph,D1,Low,Closure,2025-01-24,2025-01-24,1029,2025,After,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,19,51,51_19,3
2001,,42nd between MLK & Telegraph,D1,Low,Closure,2025-01-27,2025-01-31,1027,2025,After,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,19,51,51_19,3
2002,,42nd between MLK & Telegraph,D1,Low,Closure,2025-02-03,2025-02-07,1017,2025,After,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,19,51,51_19,3
2003,,46th St between Dover and Shuttuck Ave,D1,High,Closure,2025-06-05,2025-06-06,541,2025,After,,732,37.83383705,-122.2643756,1.0,46Th Street,Dover,Shuttuck Avenue,"46Th Street & Dover, Oakland, CA","46Th Street & Shuttuck Avenue, Oakland, CA",37.833966,-122.2651008,37.8337081,-122.2636504,False,20,51,51_20,2
2004,,47th St between Dover and Shuttuck Ave,D1,High,Closure,2025-06-05,2025-06-06,540,2025,After,,734,37.83453895000001,-122.264336,1.0,47Th Street,Dover,Shuttuck Avenue,"47Th Street & Dover, Oakland, CA","47Th Street & Shuttuck Avenue, Oakland, CA",37.8346281,-122.2649353,37.83444980000001,-122.2637367,False,20,51,51_20,2
2005,,42nd between MLK & Telegraph,D1,High,Closure,2025-07-21,2025-07-25,382,2025,After,,727,37.831175,-122.26601,17.0,42Nd,Martin Luther King Jr Boulevard,Telegraph,"42Nd & Martin Luther King Jr Boulevard, Oakland, CA","42Nd & Telegraph, Oakland, CA",37.83148,-122.26802,37.83087,-122.264,False,21,51,51_21,1
2006,2137.0,5920 San Pablo / 59th�Street & San Pablo Ave�,D1,High,Closure,2021-05-24,2021-05-24,2138,2021,Before,3.0,746,37.84255848520878,-122.28359788943766,,,,,,,,,,,,0,52,52_0,1
